wconfid,pctid,x,y,z
3,65,0.895,-0.012,-0.047
3,65,0.992,0.09,-0.137
3,65,0.996,0.098,-0.109
3,65,0.934,0.113,-0.137
3,65,1.012,0.07,-0.082
3,65,1.031,-0.055,-0.145
3,65,0.918,0.07,-0.094
3,65,0.996,-0.063,-0.094
3,65,1.008,-0.063,-0.164
3,65,0.973,0.074,-0.105
3,65,0.922,-0.07,-0.02
3,65,1.023,-0.082,-0.129
3,65,0.918,-0.035,-0.094
3,65,1.02,0.098,-0.121
3,65,1.074,-0.09,-0.176
3,65,0.969,-0.043,-0.121
3,65,1.055,0.105,-0.129
3,65,1.004,-0.102,-0.137
3,65,0.926,-0.027,-0.125
3,65,1.012,0.09,-0.125
3,65,0.996,-0.102,-0.133
3,65,0.93,-0.039,-0.121
3,65,1.055,0.09,-0.148
3,65,1.008,-0.098,-0.148
3,65,0.93,-0.031,-0.125
3,65,0.988,0.086,-0.16
3,65,0.992,-0.023,-0.129
3,65,0.973,-0.102,-0.098
3,65,1.07,0.035,-0.133
3,65,1.047,0.094,-0.145
3,65,1.059,0.02,-0.109
3,65,0.875,-0.012,-0.109
3,65,0.953,0.074,-0.137
3,65,1.062,-0.082,-0.117
3,65,0.98,-0.051,-0.137
3,65,1.016,-0.031,-0.168
3,65,1.043,0.117,-0.102
3,65,0.898,-0.109,-0.055
3,65,0.93,-0.016,-0.121
3,65,0.953,0.129,-0.105
3,65,1,-0.074,-0.125
3,65,1.02,-0.051,-0.152
3,65,1.023,0.094,-0.129
3,65,1,-0.105,-0.145
3,65,0.973,-0.039,-0.148
3,65,0.965,0.105,-0.094
3,65,0.984,-0.109,-0.137
3,65,0.969,-0.031,-0.152
3,65,0.992,0.102,-0.105
3,65,0.965,-0.121,-0.16
3,65,0.977,-0.043,-0.164
3,65,0.984,0.109,-0.117
3,65,0.98,-0.094,-0.141
3,65,0.941,-0.031,-0.121
3,65,1,-0.023,-0.063
3,65,0.957,-0.023,-0.156
3,65,0.996,0.078,-0.129
3,65,1.062,0.07,-0.109
3,65,0.914,0.109,-0.141
3,65,1.02,0.086,-0.113
3,65,1,-0.066,-0.129
3,65,0.977,-0.016,-0.137
3,65,1.105,0.109,-0.141
3,65,0.949,-0.086,-0.113
3,65,0.844,0,-0.094
3,65,1.051,-0.051,-0.09
3,65,0.977,-0.102,-0.129
3,65,0.945,-0.027,-0.125
3,65,1.082,0.098,-0.16
3,65,0.988,-0.09,-0.129
3,65,0.941,-0.031,-0.141
3,65,1.023,0.102,-0.133
3,65,0.992,-0.113,-0.117
3,65,0.938,-0.047,-0.145
3,65,1.008,0.086,-0.129
3,65,0.973,-0.102,-0.117
3,65,0.969,-0.031,-0.148
3,65,1.039,0.094,-0.148
3,65,0.965,0.082,-0.102
3,65,1.023,0.117,-0.113
3,65,1.047,-0.086,-0.152
3,65,0.973,0.012,-0.098
3,65,0.98,-0.008,-0.098
3,65,1.031,0.02,-0.172
3,65,1.047,-0.086,-0.098
3,65,0.902,-0.027,-0.078
3,65,1.043,-0.074,-0.148
3,65,0.91,0.004,-0.082
3,65,0.992,-0.043,-0.094
3,65,1.004,-0.09,-0.172
3,65,0.961,0,-0.098
3,65,0.938,-0.047,-0.012
3,65,1.02,-0.094,-0.133
3,65,0.906,-0.031,-0.121
3,65,1.023,0.074,-0.125
3,65,1.047,-0.113,-0.176
3,65,0.969,-0.035,-0.141
3,65,1.035,0.074,-0.145
3,65,1,-0.125,-0.133
3,65,0.914,-0.023,-0.113
3,65,1,0.059,-0.145
3,65,1.012,-0.125,-0.129
3,65,0.922,-0.023,-0.125
3,65,1.035,0.047,-0.156
3,65,1.031,0.094,-0.141
3,65,1,0.102,-0.105
3,65,1.012,-0.098,-0.121
3,65,0.992,0.031,-0.113
3,65,1.035,-0.004,-0.102
3,65,0.988,-0.039,-0.129
3,65,1.039,-0.082,-0.164
3,65,1.055,0.035,-0.117
3,65,0.934,-0.082,-0.086
3,65,0.938,-0.004,-0.141
3,65,0.953,0.07,-0.07
3,65,0.941,-0.086,-0.129
3,65,1.027,0,-0.168
3,65,1.008,-0.02,-0.07
3,65,0.973,-0.145,-0.066
3,65,0.926,-0.031,-0.129
3,65,0.926,0.066,-0.086
3,65,0.973,-0.098,-0.133
3,65,1.031,-0.039,-0.18
3,65,1.004,0.055,-0.133
3,65,0.977,-0.137,-0.137
3,65,0.965,-0.012,-0.145
3,65,0.949,0.035,-0.105
3,65,0.988,0.094,-0.129
3,65,1.047,0.074,-0.148
3,65,0.984,-0.113,-0.129
3,65,0.91,0.09,-0.129
3,65,1.031,0.016,-0.094
3,65,0.988,0.09,-0.117
3,65,1.012,0.117,-0.109
3,65,0.953,-0.09,-0.148
3,65,0.977,-0.055,-0.164
3,65,0.984,0.109,-0.113
3,65,0.969,-0.094,-0.137
3,65,0.957,-0.016,-0.141
3,65,0.992,-0.016,-0.059
3,65,0.945,-0.004,-0.148
3,65,0.992,0.082,-0.125
3,65,1.059,0.078,-0.105
3,65,0.906,0.113,-0.137
3,65,1.039,0.086,-0.117
3,65,1.012,-0.055,-0.133
3,65,0.965,-0.016,-0.133
3,65,1.098,0.102,-0.137
3,65,0.938,-0.078,-0.113
3,65,0.855,0.008,-0.082
3,65,1.051,-0.063,-0.086
3,65,0.996,-0.102,-0.125
3,65,0.93,-0.023,-0.129
3,65,1.086,0.105,-0.156
3,65,0.996,-0.082,-0.137
3,65,0.934,-0.031,-0.137
3,65,1.031,0.113,-0.133
3,65,0.996,-0.105,-0.113
3,65,0.945,-0.051,-0.137
3,65,1.023,0.09,-0.125
3,65,0.973,-0.109,-0.113
3,65,0.961,-0.039,-0.141
3,65,1.043,0.094,-0.141
3,65,0.957,0.09,-0.098
3,65,1.016,0.125,-0.109
3,65,1.051,-0.09,-0.152
3,65,0.984,0.02,-0.102
3,65,0.977,-0.031,-0.082
3,65,1.047,0.016,-0.164
3,65,1.035,-0.094,-0.09
3,65,0.906,-0.012,-0.098
3,65,1.035,-0.066,-0.141
3,65,0.926,0.012,-0.094
3,65,1.004,-0.047,-0.094
3,65,1,-0.082,-0.168
3,65,0.977,-0.004,-0.102
3,65,0.957,0.125,-0.078
3,65,1.02,-0.105,-0.125
3,65,0.918,-0.035,-0.133
3,65,1.016,0.078,-0.121
3,65,1.031,-0.117,-0.184
3,65,0.961,-0.039,-0.137
3,65,1.031,0.074,-0.133
3,65,1,-0.129,-0.141
3,65,0.922,-0.02,-0.121
3,65,1,0.063,-0.129
3,65,1.012,0.082,-0.129
3,65,1.012,0.109,-0.117
3,65,0.949,-0.121,-0.113
3,65,0.938,0.098,-0.145
3,65,1.008,-0.016,-0.113
3,65,0.996,-0.098,-0.121
3,65,0.992,0.051,-0.113
3,65,1.035,-0.004,-0.109
3,65,1.004,-0.059,-0.121
3,65,1.016,-0.082,-0.168
3,65,1.062,0.012,-0.113
3,65,0.891,-0.059,-0.094
3,65,0.922,0.008,-0.137
3,65,1.047,-0.035,-0.109
3,65,0.938,-0.074,-0.137
3,65,1.035,-0.004,-0.164
3,65,1.008,0.086,-0.121
3,65,0.922,-0.148,-0.063
3,65,0.926,-0.012,-0.145
3,65,0.922,0.082,-0.113
3,65,0.98,-0.102,-0.133
3,65,1.02,-0.035,-0.176
3,65,1.016,0.051,-0.145
3,65,0.961,-0.137,-0.137
3,65,0.98,-0.008,-0.152
3,65,0.945,0.039,-0.109
3,65,0.996,0.09,-0.129
3,65,1.039,0.078,-0.152
3,65,1.012,-0.113,-0.121
3,65,0.906,0.086,-0.113
3,65,1.02,0.023,-0.082
3,65,1.016,0.09,-0.125
3,65,1,0.113,-0.102
3,65,0.941,-0.098,-0.133
3,65,0.969,-0.055,-0.164
3,65,1.008,0.113,-0.102
3,65,0.953,-0.09,-0.125
3,65,0.98,-0.016,-0.141
3,65,0.922,0.027,-0.113
3,65,0.961,0.016,-0.145
3,65,0.996,0.105,-0.152
3,65,0.973,0.008,-0.125
3,65,0.988,-0.121,-0.086
3,65,0.984,-0.027,-0.137
3,65,1.027,-0.039,-0.129
3,65,0.938,0.004,-0.125
3,65,0.992,-0.051,-0.102
3,65,0.953,-0.055,-0.125
3,65,0.891,0.008,-0.066
3,65,1.02,-0.055,-0.105
3,65,1.027,-0.105,-0.133
3,65,0.922,-0.016,-0.117
3,65,1.094,0.09,-0.176
3,65,1.008,-0.082,-0.121
3,65,0.926,-0.02,-0.113
3,65,1.027,0.102,-0.141
3,65,0.992,-0.113,-0.125
3,65,0.969,-0.047,-0.137
3,65,1.02,0.078,-0.129
3,65,0.977,-0.109,-0.121
3,65,0.961,-0.035,-0.121
3,65,1.043,0.063,-0.16
3,65,0.965,0.094,-0.105
3,65,1.008,0.125,-0.098
3,65,1.055,-0.094,-0.152
3,65,1.004,0.043,-0.113
3,65,1.004,-0.027,-0.082
3,65,1.066,-0.035,-0.156
3,65,1.023,0.121,-0.148
3,65,0.918,0.039,-0.098
3,65,1.016,0.063,-0.117
3,65,1.09,0.008,-0.133
3,65,1.031,-0.016,-0.137
3,65,0.934,-0.008,-0.098
3,65,1,0.094,-0.105
3,65,0.938,0.074,-0.109
3,65,0.996,0.078,-0.098
3,65,1.008,-0.016,-0.141
3,65,0.961,0.086,-0.125
3,65,0.93,-0.102,-0.07
3,65,0.988,-0.039,-0.137
3,65,1.012,0.012,-0.113
3,65,1.023,-0.109,-0.078
3,65,1.051,-0.031,-0.16
3,65,0.961,-0.051,-0.121
3,65,1.008,0.141,-0.082
3,65,1.016,-0.035,-0.145
3,65,0.984,-0.027,-0.105
3,65,1.012,0.125,-0.121
3,65,1.023,-0.07,-0.168
3,65,0.957,-0.035,-0.145
3,65,1.027,0.125,-0.113
3,65,0.961,-0.07,-0.152
3,65,0.938,-0.023,-0.137
3,65,1.02,0.129,-0.121
3,65,0.992,-0.074,-0.141
3,65,0.977,-0.027,-0.141
3,65,1.031,0.023,-0.109
3,65,1.008,-0.012,-0.191
3,65,1.027,-0.031,-0.125
3,65,0.98,0.082,-0.086
3,65,0.961,0.109,-0.141
3,65,1.062,0.086,-0.121
3,65,1.016,-0.027,-0.129
3,65,0.914,0.082,-0.145
3,65,1.027,-0.09,-0.125
3,65,0.895,-0.043,-0.078
3,65,0.988,-0.004,-0.125
3,65,1.055,0.133,-0.125
3,65,1.012,-0.063,-0.102
3,65,0.953,-0.02,-0.176
3,65,1.027,0.094,-0.121
3,65,0.957,-0.074,-0.109
3,65,0.98,-0.027,-0.152
3,65,1.008,0.121,-0.117
3,65,1,-0.086,-0.133
3,65,0.996,-0.043,-0.168
3,65,1,0.117,-0.109
3,65,0.93,-0.105,-0.113
3,65,0.969,-0.059,-0.152
3,65,1.012,0.109,-0.105
3,65,0.969,-0.086,-0.125
3,65,0.988,-0.043,-0.129
3,65,0.926,0.043,-0.129
3,65,0.953,0.027,-0.125
3,65,1.012,0.133,-0.141
3,65,0.988,-0.023,-0.121
3,65,0.957,0.137,-0.105
3,65,0.969,0.016,-0.129
3,65,1.059,0.055,-0.145
3,65,1.047,0.016,-0.094
3,65,1.008,0.012,-0.109
3,65,1.035,0.047,-0.102
3,65,1.004,0.078,-0.18
3,65,1.039,-0.016,-0.137
3,65,0.941,-0.102,-0.094
3,65,1.027,0.008,-0.156
3,65,0.938,0.004,-0.117
3,65,1,-0.086,-0.09
3,65,1.016,0.051,-0.145
3,65,1.047,0.07,-0.078
3,65,0.934,0.027,-0.074
3,65,1.004,0.035,-0.152
3,65,1.02,0.078,-0.156
3,65,1.047,0.066,-0.109
3,65,0.91,-0.129,-0.055
3,65,0.938,0,-0.145
3,65,1.066,0.031,-0.105
3,65,0.93,0.066,-0.09
3,65,0.941,0.117,-0.102
3,65,0.961,0.059,-0.129
3,65,1.051,0.133,-0.145
3,65,1,-0.07,-0.09
3,65,0.922,-0.031,-0.168
3,65,1.012,0.086,-0.117
3,65,0.961,-0.086,-0.105
3,65,0.973,-0.031,-0.148
3,65,1.02,0.113,-0.121
3,65,1.016,-0.098,-0.129
3,65,0.996,-0.031,-0.156
3,65,1.012,0.117,-0.117
3,65,0.938,-0.113,-0.117
3,65,0.965,-0.051,-0.141
3,65,1.008,0.102,-0.117
3,65,0.961,-0.098,-0.117
3,65,0.984,-0.059,-0.137
3,65,0.953,0.086,-0.133
3,65,0.965,0.055,-0.129
3,65,1.004,0.117,-0.133
3,65,1.012,-0.047,-0.129
3,65,0.941,0.098,-0.09
3,65,0.992,0.02,-0.121
3,65,1.07,0.031,-0.137
3,65,1.031,-0.004,-0.094
3,65,0.887,0.035,-0.055
3,65,1.008,-0.031,-0.137
3,65,0.992,0.109,-0.094
3,65,0.922,-0.039,-0.137
3,65,0.977,-0.012,-0.137
3,65,1.062,0.102,-0.094
3,65,0.938,0.055,-0.066
3,65,1.031,0.082,-0.094
3,65,1.016,-0.02,-0.168
3,65,0.996,0.063,-0.09
3,65,0.934,-0.125,-0.031
3,65,1.027,-0.008,-0.141
3,65,0.926,-0.027,-0.102
3,65,1.055,0.109,-0.109
3,65,1.07,-0.039,-0.176
3,65,0.984,-0.02,-0.121
3,65,1.074,0.125,-0.121
3,65,1.02,-0.039,-0.141
3,65,0.934,-0.027,-0.117
3,65,1.023,0.121,-0.121
3,65,0.988,-0.059,-0.133
3,65,0.938,-0.031,-0.129
3,65,1.027,0.117,-0.133
3,65,0.992,-0.055,-0.145
3,65,0.953,-0.008,-0.125
3,65,0.98,0.094,-0.148
3,65,0.965,-0.004,-0.129
3,65,0.996,-0.113,-0.074
3,65,1.074,0.051,-0.113
3,65,1,0.094,-0.137
3,65,1.066,0.023,-0.121
3,65,0.926,-0.016,-0.102
3,65,0.973,0.066,-0.137
3,65,1.047,-0.086,-0.109
3,65,0.98,-0.02,-0.121
3,65,1.027,-0.008,-0.156
3,65,1.035,0.125,-0.098
3,65,0.957,-0.078,-0.078
3,65,0.961,-0.031,-0.129
3,65,0.977,0.109,-0.082
3,65,1.004,-0.023,-0.121
3,65,1.043,-0.031,-0.156
3,65,1.023,0.125,-0.117
3,65,1.043,-0.086,-0.148
3,65,0.973,-0.027,-0.148
3,65,0.973,0.113,-0.098
3,65,0.961,-0.086,-0.141
3,65,0.977,-0.027,-0.145
3,65,1.008,0.121,-0.109
3,65,0.965,-0.094,-0.156
3,65,1,-0.047,-0.145
3,65,0.965,0.121,-0.121
3,65,0.965,0.039,-0.152
3,65,0.988,0.105,-0.125
3,65,1.016,-0.063,-0.121
3,65,0.949,0.027,-0.109
3,65,1.051,0.02,-0.125
3,65,1.051,0.012,-0.09
3,65,0.914,0.055,-0.098
3,65,0.961,0.047,-0.133
3,65,1.008,0.113,-0.141
3,65,0.992,0.059,-0.129
3,65,0.988,-0.094,-0.09
3,65,0.965,-0.035,-0.117
3,65,0.996,0.031,-0.137
3,65,0.973,0.039,-0.113
3,65,0.926,-0.098,-0.109
3,65,0.984,0.023,-0.137
3,65,0.961,0.063,-0.043
3,65,0.973,0.055,-0.117
3,65,1.012,0.043,-0.16
3,65,1.016,0.07,-0.137
3,65,0.965,0.07,-0.074
3,65,0.98,-0.094,-0.113
3,65,1.008,0.004,-0.168
3,65,1.008,-0.039,-0.066
3,65,0.848,-0.113,-0.094
3,65,0.945,-0.035,-0.129
3,65,0.961,0.051,-0.098
3,65,0.977,-0.094,-0.129
3,65,1.027,-0.004,-0.168
3,65,1.004,0.055,-0.145
3,65,0.973,0.094,-0.141
3,65,1.031,0.086,-0.137
3,65,1.039,-0.109,-0.137
3,65,0.965,0.09,-0.125
3,65,1.043,0.012,-0.145
3,65,0.98,0.082,-0.117
3,65,0.973,0.117,-0.102
3,65,0.973,-0.082,-0.137
3,65,0.98,-0.027,-0.148
3,65,1.012,0.113,-0.105
3,65,0.953,-0.105,-0.152
3,65,0.992,-0.055,-0.16
3,65,0.992,0.109,-0.113
3,65,0.957,0.066,-0.129
3,65,1.012,0.109,-0.133
3,65,1.023,-0.059,-0.137
3,65,0.957,0.012,-0.102
3,65,1.035,-0.039,-0.121
3,65,0.957,0,-0.141
3,65,0.996,-0.07,-0.074
3,65,1,-0.043,-0.125
3,65,1.023,-0.055,-0.133
3,65,0.949,0,-0.121
3,65,1,-0.043,-0.09
3,65,0.945,-0.066,-0.125
3,65,0.871,0.008,-0.07
3,65,1.047,-0.043,-0.105
3,65,1.02,-0.082,-0.137
3,65,0.926,-0.023,-0.117
3,65,1.098,0.098,-0.168
3,65,1.016,-0.078,-0.125
3,65,0.938,-0.016,-0.121
3,65,1.039,0.109,-0.133
3,65,0.977,-0.098,-0.121
3,65,0.961,-0.047,-0.137
3,65,1.039,0.082,-0.121
3,65,0.961,-0.098,-0.121
3,65,0.969,-0.035,-0.129
3,65,1.031,0.074,-0.152
3,65,0.957,0.09,-0.105
3,65,1.016,0.129,-0.102
3,65,1.051,-0.09,-0.148
3,65,1,0.027,-0.105
3,65,0.996,-0.031,-0.082
3,65,1.066,-0.012,-0.16
3,65,1.031,-0.07,-0.137
3,65,1.012,0.035,-0.078
3,65,1.008,-0.047,-0.152
3,65,0.945,0.031,-0.109
3,65,1.027,-0.031,-0.086
3,65,1.016,-0.086,-0.152
3,65,0.984,-0.004,-0.141
3,65,0.934,0.109,-0.074
3,65,1.039,-0.094,-0.129
3,65,0.945,-0.031,-0.125
3,65,1,0.07,-0.125
3,65,1.008,-0.125,-0.172
3,65,0.961,-0.023,-0.129
3,65,1.008,0.059,-0.137
3,65,0.992,-0.141,-0.141
3,65,0.941,-0.016,-0.121
3,65,0.992,0.023,-0.145
3,65,1.02,0.074,-0.133
3,65,1,0.094,-0.129
3,65,0.973,-0.133,-0.098
3,65,0.957,0.078,-0.148
3,65,1.027,0.012,-0.094
3,65,0.977,0.094,-0.105
3,65,1.035,0.102,-0.133
3,65,0.965,-0.102,-0.148
3,65,0.926,-0.023,-0.137
3,65,1.008,0.102,-0.137
3,65,0.988,-0.074,-0.141
3,65,0.961,-0.031,-0.129
3,65,1.035,-0.004,-0.113
3,65,1,-0.004,-0.187
3,65,0.969,0.074,-0.121
3,65,0.984,0.078,-0.098
3,65,0.961,0.105,-0.141
3,65,1.039,0.098,-0.117
3,65,1.02,-0.063,-0.125
3,65,0.926,-0.004,-0.148
3,65,1.051,0.086,-0.105
3,65,0.914,-0.09,-0.059
3,65,0.969,-0.008,-0.125
3,65,1.008,0.102,-0.137
3,65,1.016,-0.086,-0.105
3,65,0.965,-0.027,-0.133
3,65,1.02,0.066,-0.129
3,65,0.973,-0.121,-0.109
3,65,0.977,-0.02,-0.148
3,65,0.977,0.082,-0.125
3,65,0.977,-0.125,-0.125
3,65,1,-0.008,-0.152
3,65,0.984,0.07,-0.117
3,65,0.93,-0.137,-0.117
3,65,0.965,-0.035,-0.156
3,65,0.992,0.059,-0.121
3,65,0.965,0.09,-0.121
3,65,1.039,0.086,-0.141
3,65,1.051,-0.098,-0.145
3,65,0.938,0.02,-0.094
3,65,1.012,-0.008,-0.094
3,65,1,-0.035,-0.117
3,65,0.969,-0.09,-0.117
3,65,1.066,0.023,-0.129
3,65,1.02,-0.09,-0.137
3,65,0.941,0.031,-0.133
3,65,1.008,-0.008,-0.082
3,65,0.973,-0.09,-0.137
3,65,0.914,-0.004,-0.078
3,65,1.008,0.074,-0.148
3,65,1.059,-0.137,-0.129
3,65,0.91,-0.004,-0.105
3,65,1.062,0.043,-0.168
3,65,1.004,-0.098,-0.117
3,65,0.93,0,-0.09
3,65,1.039,0.016,-0.094
3,65,1.031,0.078,-0.168
3,65,1,-0.016,-0.129
3,65,1.008,-0.121,-0.137
3,65,0.977,0.078,-0.121
3,65,1.004,0.023,-0.113
3,65,0.98,0.09,-0.125
3,65,1.059,0.094,-0.145
3,65,1.004,-0.082,-0.133
3,65,0.934,-0.043,-0.113
3,65,1.023,0.086,-0.145
3,65,0.98,-0.098,-0.129
3,65,0.934,-0.035,-0.125
3,65,1.012,0.078,-0.141
3,65,1.008,-0.09,-0.133
3,65,0.953,-0.004,-0.117
3,65,1.012,0.02,-0.164
3,65,0.98,0.039,-0.137
3,65,0.918,0.07,-0.113
3,65,1,-0.008,-0.125
3,65,1.078,0.109,-0.156
3,65,0.969,-0.02,-0.117
3,65,0.973,-0.07,-0.105
3,65,0.941,0,-0.133
3,65,1,-0.063,-0.086
3,65,0.98,-0.066,-0.129
3,65,1.004,-0.008,-0.141
3,65,1.012,0.129,-0.105
3,65,1.004,-0.082,-0.105
3,65,0.953,-0.051,-0.121
3,65,0.98,0.09,-0.082
3,65,1.012,-0.059,-0.137
3,65,1.012,-0.031,-0.172
3,65,1.008,0.109,-0.129
3,65,0.961,-0.098,-0.148
3,65,0.961,-0.039,-0.145
3,65,0.988,0.094,-0.102
3,65,0.957,-0.105,-0.145
3,65,0.953,-0.02,-0.152
3,65,1.012,0.109,-0.121
3,65,0.98,-0.109,-0.145
3,65,0.992,-0.039,-0.145
3,65,0.949,0.07,-0.125
3,65,0.98,0.02,-0.16
3,65,0.957,0.105,-0.133
3,65,1.012,-0.047,-0.113
3,65,0.965,0.09,-0.133
3,65,1.039,0.027,-0.156
3,65,1.02,0.051,-0.109
3,65,0.98,0.02,-0.063
3,65,1.031,0.078,-0.148
3,65,1.035,0.059,-0.145
3,65,0.953,0.055,-0.145
3,65,1.004,-0.055,-0.07
3,65,0.992,-0.078,-0.105
3,65,1.004,0.016,-0.137
3,65,0.984,0.027,-0.125
3,65,0.961,-0.102,-0.113
3,65,0.992,0.027,-0.137
3,65,0.961,0.055,-0.039
3,65,0.953,0.051,-0.141
3,65,1.027,0.035,-0.16
3,65,0.984,0.086,-0.129
3,65,0.953,0.09,-0.063
3,65,0.996,-0.098,-0.129
3,65,0.98,0,-0.16
3,65,1.023,-0.031,-0.07
3,65,0.891,-0.09,-0.148
3,65,0.953,-0.051,-0.129
3,65,0.98,0.074,-0.098
3,65,0.984,-0.102,-0.141
3,65,0.984,-0.02,-0.156
3,65,1,0.066,-0.133
3,65,1.004,0.086,-0.156
3,65,1.043,0.121,-0.121
3,65,0.988,-0.082,-0.121
3,65,0.961,0.102,-0.129
3,65,1.016,-0.047,-0.109
3,65,0.988,-0.074,-0.121
3,65,0.973,0.066,-0.145
3,65,1.035,-0.027,-0.102
3,65,1.016,-0.078,-0.102
3,65,0.984,-0.039,-0.137
3,65,0.977,0.016,-0.117
3,65,0.938,-0.008,-0.117
3,65,1.031,-0.066,-0.133
3,65,1.043,0.09,-0.125
3,65,1.016,-0.066,-0.125
3,65,0.93,-0.004,-0.121
3,65,1.039,0.086,-0.102
3,65,0.906,-0.09,-0.066
3,65,0.973,-0.012,-0.145
3,65,1.012,0.113,-0.133
3,65,0.914,-0.078,-0.109
3,65,0.965,-0.031,-0.145
3,65,1.027,0.074,-0.129
3,65,0.938,-0.109,-0.105
3,65,0.98,-0.027,-0.152
3,65,0.984,0.102,-0.113
3,65,0.984,0.098,-0.125
3,65,1.059,0.121,-0.121
3,65,1.023,-0.07,-0.145
3,65,0.941,0.098,-0.098
3,65,1.004,-0.059,-0.098
3,65,0.992,-0.078,-0.133
3,65,0.938,0.09,-0.102
3,65,1.031,-0.043,-0.094
3,65,1.043,-0.063,-0.145
3,65,0.949,-0.016,-0.094
3,65,0.977,0.098,-0.16
3,65,0.988,-0.02,-0.141
3,65,0.98,-0.109,-0.109
3,65,1.066,0.047,-0.121
3,65,1.031,-0.063,-0.137
3,65,0.93,0.012,-0.109
3,65,1.008,-0.039,-0.09
3,65,0.996,-0.066,-0.133
3,65,0.891,-0.008,-0.082
3,65,1.008,0.105,-0.148
3,65,0.977,-0.102,-0.133
3,65,0.922,-0.02,-0.109
3,65,1.094,0.09,-0.156
3,65,0.98,-0.074,-0.125
3,65,0.93,-0.02,-0.109
3,65,1.035,0.098,-0.133
3,65,0.992,0.078,-0.129
3,65,1.027,0.125,-0.117
3,65,1.047,-0.074,-0.145
3,65,0.973,0.082,-0.125
3,65,0.988,-0.055,-0.074
3,65,1.008,-0.074,-0.137
3,65,0.969,-0.023,-0.113
3,65,1.008,0.129,-0.105
3,65,1.051,-0.086,-0.145
3,65,1.012,-0.043,-0.117
3,65,0.953,0.105,-0.113
3,65,1.062,-0.027,-0.156
3,65,1.012,-0.082,-0.105
3,65,1.012,0.023,-0.074
3,65,0.992,-0.02,-0.152
3,65,0.961,0.023,-0.148
3,65,1.031,-0.051,-0.09
3,65,0.953,-0.07,-0.148
3,65,0.98,-0.008,-0.141
3,65,0.949,0.133,-0.066
3,65,0.953,-0.074,-0.129
3,65,0.949,-0.035,-0.129
3,65,1.008,0.102,-0.109
3,65,1.004,0.07,-0.18
3,65,1.004,0.105,-0.117
3,65,0.965,-0.039,-0.125
3,65,0.98,0.074,-0.129
3,65,1.078,-0.082,-0.145
3,65,1.023,-0.043,-0.133
3,65,0.984,0.094,-0.152
3,65,1.008,-0.094,-0.117
3,65,0.965,-0.07,-0.117
3,65,0.965,-0.051,-0.137
3,65,1.023,0.125,-0.105
3,65,1,-0.055,-0.117
3,65,0.988,-0.055,-0.117
3,65,0.992,0.125,-0.129
3,65,0.992,-0.07,-0.113
3,65,1.004,-0.043,-0.156
3,65,1.047,0.004,-0.105
3,65,0.898,-0.02,-0.113
3,65,0.984,-0.012,-0.152
3,65,0.957,0.109,-0.082
3,65,0.934,-0.051,-0.117
3,65,1.004,-0.016,-0.141
3,65,1.059,0.121,-0.105
3,65,0.895,-0.09,-0.066
3,65,0.957,-0.023,-0.152
3,65,0.961,0.105,-0.094
3,65,0.941,0.051,-0.137
3,65,1.016,0.141,-0.109
3,65,1.012,-0.016,-0.145
3,65,0.918,0.098,-0.094
3,65,0.988,-0.086,-0.109
3,65,1.055,-0.047,-0.164
3,65,0.984,0.086,-0.117
3,65,1.023,-0.082,-0.113
3,65,1.008,-0.031,-0.133
3,65,0.941,-0.043,-0.105
3,65,1.047,0.117,-0.133
3,65,0.98,-0.047,-0.129
3,65,0.949,-0.027,-0.113
3,65,1,0.105,-0.129
3,65,1.027,-0.055,-0.129
3,65,0.938,0.004,-0.133
3,65,1.047,0,-0.133
3,65,1.027,0.02,-0.094
3,65,1.023,0.086,-0.102
3,65,0.957,-0.008,-0.105
3,65,1.086,-0.055,-0.141
3,65,0.992,0.07,-0.09
3,65,0.898,0.098,-0.102
3,65,1.102,0.027,-0.109
3,65,0.992,0.043,-0.137
3,65,1.062,0.047,-0.109
3,65,0.914,0.082,-0.098
3,65,1.023,0.055,-0.117
3,65,1.035,-0.105,-0.133
3,65,0.934,0.012,-0.121
3,65,1.004,0.016,-0.082
3,65,1.012,0.07,-0.141
3,65,0.969,0.086,-0.066
3,65,0.961,0.059,-0.121
3,65,1.039,0.098,-0.113
3,65,0.984,-0.023,-0.137
3,65,0.922,0.07,-0.055
3,65,1.008,-0.082,-0.098
3,65,1.047,-0.086,-0.133
3,65,0.926,-0.004,-0.113
3,65,1.098,0.113,-0.148
3,65,1.008,-0.027,-0.133
3,65,0.934,-0.039,-0.129
3,65,1.055,0.117,-0.125
3,65,1.023,-0.07,-0.129
3,65,0.969,-0.051,-0.125
3,65,1.051,0.098,-0.125
3,65,0.992,-0.063,-0.129
3,65,0.957,-0.047,-0.121
3,65,1.035,0.105,-0.141
3,65,0.953,-0.074,-0.117
3,65,0.953,-0.035,-0.129
3,65,0.949,0.094,-0.129
3,65,0.973,-0.039,-0.113
3,65,1.016,-0.086,-0.113
3,65,1.078,0.051,-0.133
3,65,0.984,0.09,-0.129
3,65,1.012,0.008,-0.055
3,65,0.973,0.031,-0.156
3,65,1,0.031,-0.152
3,65,0.93,-0.082,-0.102
3,65,0.93,0.07,-0.105
3,65,1.016,0.066,-0.102
3,65,0.922,0.012,-0.117
3,65,1.008,0.039,-0.129
3,65,0.996,0.043,-0.137
3,65,0.992,0.059,-0.129
3,65,0.953,-0.105,-0.094
3,65,0.973,0.004,-0.133
