,Unnamed: 0,Unnamed: 0.1,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
16813,16813,16813,16814,2015,1,30,13,15.0,19.0,19.0,5.0,400.0,68.0,,,,,,,Dingling
16814,16814,16814,16815,2015,1,30,14,13.0,13.0,15.0,4.0,300.0,69.0,2.0,1027.0,-22.0,0.0,14.0,5.3,Dingling
16815,16815,16815,16816,2015,1,30,15,9.0,12.0,8.0,3.0,300.0,73.0,3.0,1025.0,-21.2,0.0,15.0,2.9,Dingling
16816,16816,16816,16817,2015,1,30,16,5.0,14.0,7.0,3.0,300.0,74.0,3.0,1026.0,-22.0,0.0,14.0,5.5,Dingling
16817,16817,16817,16818,2015,1,30,17,9.0,15.0,9.0,5.0,300.0,72.0,2.0,1024.0,-23.6,0.0,15.0,2.7,Dingling
16818,16818,16818,16819,2015,1,30,18,11.0,11.0,5.0,3.0,300.0,73.0,1.0,1027.0,-23.6,0.0,7.0,1.9,Dingling
16819,16819,16819,16820,2015,1,30,19,4.0,10.0,2.0,2.0,200.0,74.0,-1.0,1028.0,-23.7,0.0,4.0,1.4,Dingling
16820,16820,16820,16821,2015,1,30,20,4.0,11.0,2.0,2.0,200.0,74.0,-2.0,1029.0,-22.6,0.0,2.0,0.7,Dingling
16821,16821,16821,16822,2015,1,30,21,3.0,9.0,2.0,2.0,200.0,73.0,-2.0,1028.0,-22.6,0.0,5.0,1.1,Dingling
16822,16822,16822,16823,2015,1,30,22,5.0,5.0,2.0,2.0,200.0,72.0,-1.0,1029.0,-22.4,0.0,6.0,2.7,Dingling
16823,16823,16823,16824,2015,1,30,23,8.0,8.0,3.0,2.0,300.0,69.0,-2.0,1030.0,-23.9,0.0,4.0,3.8,Dingling
16824,16824,16824,16825,2015,1,31,0,3.0,5.0,2.0,4.0,200.0,69.0,-2.0,1032.0,-23.2,0.0,4.0,2.5,Dingling
16825,16825,16825,16826,2015,1,31,1,8.0,11.0,4.0,6.0,300.0,66.0,-4.0,1028.0,-23.7,0.0,7.0,1.7,Dingling
16826,16826,16826,16827,2015,1,31,2,7.0,9.0,10.0,8.0,300.0,62.0,-4.0,1028.0,-23.2,0.0,4.0,2.4,Dingling
16827,16827,16827,16828,2015,1,31,3,11.0,14.0,24.0,12.0,400.0,56.0,-5.0,1031.0,-23.5,0.0,6.0,2.1,Dingling
16828,16828,16828,16829,2015,1,31,4,10.0,13.0,23.0,12.0,400.0,56.0,-6.0,1030.0,-23.8,0.0,4.0,1.9,Dingling
16829,16829,16829,16830,2015,1,31,5,5.0,11.0,32.0,8.0,400.0,60.0,,,,,,,Dingling
16830,16830,16830,16831,2015,1,31,6,10.0,16.0,36.0,9.0,400.0,56.0,-6.0,1027.0,-23.4,0.0,7.0,1.9,Dingling
16831,16831,16831,16832,2015,1,31,7,12.0,15.0,28.0,10.0,400.0,52.0,-6.0,1028.0,-22.9,0.0,8.0,1.6,Dingling
16832,16832,16832,16833,2015,1,31,8,9.0,20.0,29.0,10.0,400.0,52.0,-6.0,1033.0,-22.5,0.0,7.0,1.8,Dingling
16833,16833,16833,16834,2015,1,31,9,11.0,19.0,37.0,10.0,400.0,52.0,-4.0,1031.0,-22.6,0.0,7.0,1.6,Dingling
16834,16834,16834,16835,2015,1,31,10,14.0,16.0,30.0,6.0,400.0,58.0,0.0,1033.0,-21.6,0.0,4.0,1.4,Dingling
16835,16835,16835,16836,2015,1,31,11,6.0,11.0,22.0,4.0,400.0,62.0,1.0,1033.0,-22.1,0.0,2.0,1.4,Dingling
16836,16836,16836,16837,2015,1,31,12,9.0,9.0,16.0,3.0,300.0,65.0,2.0,1027.0,-22.0,0.0,10.0,0.8,Dingling
16837,16837,16837,16838,2015,1,31,13,9.0,9.0,16.0,3.0,300.0,68.0,3.0,1027.0,-22.8,0.0,5.0,2.5,Dingling
16838,16838,16838,16839,2015,1,31,14,11.0,11.0,17.0,3.0,300.0,70.0,4.0,1023.0,-25.0,0.0,8.0,1.2,Dingling
16839,16839,16839,16840,2015,1,31,15,10.0,10.0,16.0,5.0,300.0,71.0,4.0,1023.0,-25.0,0.0,7.0,1.7,Dingling
16840,16840,16840,16841,2015,1,31,16,16.0,17.0,17.0,8.0,400.0,69.0,4.0,1023.0,-25.0,0.0,8.0,2.3,Dingling
16841,16841,16841,16842,2015,1,31,17,12.0,12.0,12.0,6.0,300.0,71.0,3.0,1026.0,-23.7,0.0,9.0,2.0,Dingling
16842,16842,16842,16843,2015,1,31,18,11.0,13.0,10.0,14.0,300.0,56.0,2.0,1023.0,-21.3,0.0,9.0,1.3,Dingling
16843,16843,16843,16844,2015,1,31,19,22.0,26.0,11.0,17.0,500.0,46.0,1.0,1025.0,-20.7,0.0,9.0,0.6,Dingling
16844,16844,16844,16845,2015,1,31,20,3.0,3.0,23.0,21.0,1900.0,31.0,-2.0,1027.0,-20.9,0.0,6.0,0.6,Dingling
16845,16845,16845,16846,2015,1,31,21,25.0,25.0,33.0,32.0,2500.0,22.0,-2.0,1026.0,-21.5,0.0,3.0,0.6,Dingling
16846,16846,16846,16847,2015,1,31,22,37.0,37.0,30.0,23.0,2300.0,29.0,-4.0,1028.0,-22.6,0.0,7.0,2.0,Dingling
16847,16847,16847,16848,2015,1,31,23,28.0,28.0,31.0,21.0,2200.0,30.0,-5.0,1026.0,-22.5,0.0,7.0,1.4,Dingling
16848,16848,16848,16849,2015,2,1,0,30.0,30.0,32.0,24.0,2200.0,22.0,-6.0,1028.0,-21.6,0.0,4.0,0.9,Dingling
16849,16849,16849,16850,2015,2,1,1,67.0,67.0,41.0,25.0,3400.0,22.0,-7.0,1026.0,-22.1,0.0,7.0,1.9,Dingling
16850,16850,16850,16851,2015,2,1,2,46.0,46.0,38.0,21.0,2500.0,20.0,-7.0,1026.0,-21.7,0.0,5.0,0.7,Dingling
16851,16851,16851,16852,2015,2,1,3,34.0,34.0,41.0,20.0,2200.0,22.0,-7.0,1026.0,-21.7,0.0,6.0,1.2,Dingling
16852,16852,16852,16853,2015,2,1,4,32.0,32.0,34.0,18.0,2500.0,23.0,-8.0,1027.0,-20.8,0.0,4.0,1.4,Dingling
16853,16853,16853,16854,2015,2,1,5,32.0,32.0,34.0,17.0,2500.0,22.0,-8.0,1026.0,-21.1,0.0,4.0,1.0,Dingling
16854,16854,16854,16855,2015,2,1,6,27.0,27.0,39.0,21.0,2200.0,21.0,-9.0,1028.0,-20.8,0.0,8.0,1.1,Dingling
16855,16855,16855,16856,2015,2,1,7,26.0,26.0,41.0,25.0,2200.0,19.0,-9.0,1026.0,-20.5,0.0,8.0,1.0,Dingling
16856,16856,16856,16857,2015,2,1,8,40.0,40.0,47.0,39.0,2600.0,7.0,-8.0,1028.0,-19.9,0.0,9.0,0.6,Dingling
16857,16857,16857,16858,2015,2,1,9,45.0,45.0,47.0,33.0,2500.0,11.0,-6.0,1029.0,-19.4,0.0,15.0,0.6,Dingling
16858,16858,16858,16859,2015,2,1,10,67.0,67.0,68.0,35.0,2700.0,19.0,-1.0,1027.0,-19.1,0.0,11.0,1.9,Dingling
16859,16859,16859,16860,2015,2,1,11,49.0,49.0,69.0,32.0,2400.0,27.0,0.0,1026.0,-19.8,0.0,9.0,1.8,Dingling
16860,16860,16860,16861,2015,2,1,12,78.0,78.0,73.0,55.0,3100.0,16.0,1.0,1028.0,-19.5,0.0,12.0,2.1,Dingling
16861,16861,16861,16862,2015,2,1,13,121.0,121.0,86.0,80.0,3800.0,8.0,2.0,1027.0,-19.3,0.0,3.0,1.4,Dingling
16862,16862,16862,16863,2015,2,1,14,78.0,78.0,60.0,46.0,2800.0,29.0,2.0,1026.0,-20.6,0.0,3.0,1.8,Dingling
16863,16863,16863,16864,2015,2,1,15,47.0,47.0,47.0,30.0,2300.0,41.0,3.0,1026.0,-20.4,0.0,2.0,1.6,Dingling
16864,16864,16864,16865,2015,2,1,16,38.0,38.0,41.0,23.0,2200.0,48.0,3.0,1024.0,-20.4,0.0,12.0,1.3,Dingling
16865,16865,16865,16866,2015,2,1,17,39.0,39.0,37.0,32.0,2200.0,40.0,3.0,1024.0,-19.7,0.0,1.0,1.8,Dingling
16866,16866,16866,16867,2015,2,1,18,47.0,47.0,39.0,44.0,2300.0,28.0,2.0,1024.0,-20.6,0.0,1.0,1.3,Dingling
16867,16867,16867,16868,2015,2,1,19,50.0,50.0,35.0,40.0,2400.0,22.0,1.0,1021.0,-20.1,0.0,2.0,0.6,Dingling
16868,16868,16868,16869,2015,2,1,20,60.0,60.0,34.0,41.0,2600.0,14.0,-1.0,1025.0,-19.6,0.0,6.0,0.9,Dingling
16869,16869,16869,16870,2015,2,1,21,60.0,60.0,34.0,38.0,2500.0,18.0,-2.0,1025.0,-19.9,0.0,7.0,1.2,Dingling
16870,16870,16870,16871,2015,2,1,22,55.0,55.0,34.0,35.0,2600.0,19.0,-2.0,1022.0,-18.6,0.0,8.0,0.5,Dingling
16871,16871,16871,16872,2015,2,1,23,119.0,119.0,41.0,46.0,3500.0,11.0,-4.0,1025.0,-20.3,0.0,7.0,1.9,Dingling
16872,16872,16872,16873,2015,2,2,0,67.0,67.0,32.0,40.0,2600.0,11.0,-4.0,1025.0,-19.5,0.0,8.0,1.3,Dingling
16873,16873,16873,16874,2015,2,2,1,60.0,60.0,30.0,39.0,2600.0,9.0,,,,,,,Dingling
16874,16874,16874,16875,2015,2,2,2,65.0,65.0,17.0,46.0,2600.0,3.0,-6.0,1023.0,-19.7,0.0,7.0,0.1,Dingling
16875,16875,16875,16876,2015,2,2,3,75.0,75.0,18.0,50.0,2900.0,3.0,-6.0,1023.0,-19.4,0.0,7.0,2.3,Dingling
16876,16876,16876,16877,2015,2,2,4,96.0,96.0,19.0,53.0,3600.0,2.0,-6.0,1023.0,-19.0,0.0,8.0,1.5,Dingling
16877,16877,16877,16878,2015,2,2,5,85.0,85.0,21.0,56.0,3300.0,2.0,-6.0,1024.0,-18.4,0.0,6.0,0.7,Dingling
16878,16878,16878,16879,2015,2,2,6,83.0,83.0,23.0,64.0,3100.0,2.0,-6.0,1023.0,-18.7,0.0,4.0,1.2,Dingling
16879,16879,16879,16880,2015,2,2,7,92.0,92.0,28.0,72.0,3300.0,2.0,-7.0,1024.0,-18.4,0.0,8.0,0.7,Dingling
16880,16880,16880,16881,2015,2,2,8,112.0,112.0,32.0,76.0,3300.0,2.0,-7.0,1027.0,-17.5,0.0,7.0,1.9,Dingling
16881,16881,16881,16882,2015,2,2,9,128.0,128.0,32.0,74.0,3500.0,2.0,-5.0,1027.0,-17.2,0.0,8.0,1.1,Dingling
16882,16882,16882,16883,2015,2,2,10,138.0,138.0,46.0,73.0,2800.0,5.0,-2.0,1023.0,-16.2,0.0,7.0,1.1,Dingling
16883,16883,16883,16884,2015,2,2,11,138.0,138.0,52.0,73.0,2200.0,14.0,,,,,,,Dingling
16884,16884,16884,16885,2015,2,2,12,144.0,144.0,51.0,78.0,2300.0,11.0,1.0,1021.0,-16.9,0.0,3.0,1.0,Dingling
16885,16885,16885,16886,2015,2,2,13,3.0,3.0,,,,,2.0,1024.0,-16.5,0.0,12.0,1.0,Dingling
16886,16886,16886,16887,2015,2,2,14,108.0,108.0,74.0,101.0,2800.0,11.0,3.0,1025.0,-16.2,0.0,1.0,1.9,Dingling
16887,16887,16887,16888,2015,2,2,15,178.0,286.0,76.0,93.0,2400.0,19.0,3.0,1024.0,-16.2,0.0,11.0,1.7,Dingling
16888,16888,16888,16889,2015,2,2,16,176.0,248.0,74.0,85.0,2200.0,27.0,3.0,1021.0,-15.7,0.0,1.0,2.0,Dingling
16889,16889,16889,16890,2015,2,2,17,177.0,231.0,70.0,85.0,2100.0,25.0,2.0,1019.0,-16.0,0.0,3.0,1.1,Dingling
16890,16890,16890,16891,2015,2,2,18,201.0,201.0,86.0,102.0,2900.0,2.0,2.0,1021.0,-16.0,0.0,2.0,1.2,Dingling
16891,16891,16891,16892,2015,2,2,19,193.0,193.0,70.0,97.0,2500.0,2.0,2.0,1024.0,-15.1,0.0,4.0,0.9,Dingling
16892,16892,16892,16893,2015,2,2,20,199.0,199.0,97.0,97.0,3000.0,2.0,0.0,1021.0,-15.2,0.0,7.0,1.2,Dingling
16893,16893,16893,16894,2015,2,2,21,206.0,206.0,79.0,87.0,2900.0,2.0,0.0,1022.0,-15.2,0.0,6.0,0.4,Dingling
16894,16894,16894,16895,2015,2,2,22,196.0,196.0,91.0,88.0,3000.0,2.0,0.0,1021.0,-15.5,0.0,1.0,0.4,Dingling
16895,16895,16895,16896,2015,2,2,23,187.0,187.0,71.0,84.0,2400.0,2.0,-1.0,1022.0,-14.9,0.0,8.0,0.6,Dingling
16896,16896,16896,16897,2015,2,3,0,214.0,214.0,102.0,85.0,3000.0,2.0,0.0,1022.0,-13.3,0.0,1.0,0.4,Dingling
16897,16897,16897,16898,2015,2,3,1,212.0,212.0,91.0,86.0,2800.0,2.0,-1.0,1024.0,-9.6,0.0,7.0,1.2,Dingling
16898,16898,16898,16899,2015,2,3,2,190.0,190.0,62.0,86.0,2500.0,2.0,-1.0,1025.0,-11.2,0.0,7.0,1.1,Dingling
16899,16899,16899,16900,2015,2,3,3,186.0,186.0,58.0,82.0,2700.0,2.0,-2.0,1023.0,-11.8,0.0,6.0,0.7,Dingling
16900,16900,16900,16901,2015,2,3,4,181.0,181.0,47.0,85.0,2600.0,2.0,-4.0,1022.0,-14.2,0.0,4.0,0.8,Dingling
16901,16901,16901,16902,2015,2,3,5,169.0,169.0,43.0,84.0,2500.0,2.0,-4.0,1022.0,-13.7,0.0,7.0,1.5,Dingling
16902,16902,16902,16903,2015,2,3,6,167.0,167.0,48.0,78.0,2700.0,2.0,-5.0,1024.0,-13.8,0.0,15.0,1.4,Dingling
16903,16903,16903,16904,2015,2,3,7,166.0,166.0,61.0,76.0,3100.0,2.0,-5.0,1025.0,-13.1,0.0,13.0,0.6,Dingling
16904,16904,16904,16905,2015,2,3,8,159.0,159.0,66.0,70.0,2600.0,2.0,-5.0,1021.0,-12.2,0.0,4.0,0.8,Dingling
16905,16905,16905,16906,2015,2,3,9,150.0,150.0,72.0,54.0,2400.0,7.0,-2.0,1025.0,-10.1,0.0,2.0,0.6,Dingling
16906,16906,16906,16907,2015,2,3,10,124.0,124.0,90.0,37.0,1700.0,39.0,2.0,1022.0,-9.0,0.0,11.0,0.6,Dingling
16907,16907,16907,16908,2015,2,3,11,93.0,93.0,78.0,23.0,1400.0,66.0,5.0,1020.0,-9.6,0.0,15.0,5.1,Dingling
16908,16908,16908,16909,2015,2,3,12,85.0,85.0,64.0,17.0,1300.0,76.0,7.0,1023.0,-9.4,0.0,15.0,5.1,Dingling
16909,16909,16909,16910,2015,2,3,13,75.0,75.0,56.0,14.0,1100.0,90.0,7.0,1021.0,-9.9,0.0,15.0,4.8,Dingling
16910,16910,16910,16911,2015,2,3,14,70.0,70.0,43.0,11.0,1100.0,92.0,7.0,1018.0,-11.2,0.0,14.0,4.9,Dingling
16911,16911,16911,16912,2015,2,3,15,60.0,60.0,32.0,9.0,1000.0,94.0,7.0,1018.0,-12.2,0.0,15.0,5.7,Dingling
16912,16912,16912,16913,2015,2,3,16,48.0,54.0,25.0,7.0,800.0,96.0,7.0,1018.0,-13.3,0.0,15.0,5.0,Dingling
16913,16913,16913,16914,2015,2,3,17,33.0,37.0,15.0,5.0,,94.0,6.0,1019.0,-16.6,0.0,14.0,5.0,Dingling
16914,16914,16914,16915,2015,2,3,18,20.0,21.0,9.0,4.0,,90.0,5.0,1020.0,-17.4,0.0,15.0,3.1,Dingling
16915,16915,16915,16916,2015,2,3,19,14.0,19.0,8.0,4.0,300.0,89.0,5.0,1023.0,-16.2,0.0,4.0,1.6,Dingling
16916,16916,16916,16917,2015,2,3,20,14.0,14.0,6.0,2.0,200.0,92.0,3.0,1020.0,-16.2,0.0,7.0,4.9,Dingling
16917,16917,16917,16918,2015,2,3,21,6.0,7.0,5.0,2.0,200.0,91.0,3.0,1025.0,-16.7,0.0,8.0,4.0,Dingling
16918,16918,16918,16919,2015,2,3,22,6.0,23.0,6.0,2.0,200.0,88.0,1.0,1021.0,-17.4,0.0,8.0,4.4,Dingling
16919,16919,16919,16920,2015,2,3,23,14.0,23.0,6.0,2.0,200.0,86.0,0.0,1023.0,-17.3,0.0,8.0,3.1,Dingling
16920,16920,16920,16921,2015,2,4,0,10.0,12.0,6.0,2.0,200.0,82.0,-1.0,1024.0,-16.8,0.0,15.0,4.6,Dingling
16921,16921,16921,16922,2015,2,4,1,11.0,20.0,7.0,7.0,200.0,72.0,-1.0,1026.0,-15.6,0.0,8.0,2.9,Dingling
16922,16922,16922,16923,2015,2,4,2,13.0,30.0,11.0,10.0,300.0,63.0,-1.0,1022.0,-15.6,0.0,15.0,4.9,Dingling
16923,16923,16923,16924,2015,2,4,3,8.0,17.0,9.0,10.0,200.0,60.0,-1.0,1023.0,-15.6,0.0,15.0,4.9,Dingling
16924,16924,16924,16925,2015,2,4,4,9.0,9.0,6.0,7.0,200.0,64.0,-2.0,1026.0,-16.5,0.0,15.0,3.8,Dingling
16925,16925,16925,16926,2015,2,4,5,11.0,11.0,6.0,5.0,200.0,67.0,-2.0,1021.0,-16.5,0.0,8.0,3.0,Dingling
16926,16926,16926,16927,2015,2,4,6,8.0,13.0,8.0,5.0,200.0,68.0,-2.0,1022.0,-16.9,0.0,15.0,3.2,Dingling
16927,16927,16927,16928,2015,2,4,7,8.0,8.0,7.0,5.0,200.0,67.0,-2.0,1021.0,-17.3,0.0,15.0,3.9,Dingling
16928,16928,16928,16929,2015,2,4,8,9.0,9.0,8.0,5.0,200.0,64.0,-4.0,1022.0,-17.6,0.0,2.0,0.2,Dingling
16929,16929,16929,16930,2015,2,4,9,13.0,14.0,16.0,8.0,300.0,62.0,0.0,1022.0,-16.8,0.0,7.0,1.1,Dingling
16930,16930,16930,16931,2015,2,4,10,8.0,8.0,13.0,5.0,200.0,69.0,,,,,,,Dingling
16931,16931,16931,16932,2015,2,4,11,5.0,30.0,10.0,5.0,200.0,70.0,1.0,1024.0,-17.9,0.0,14.0,5.7,Dingling
16932,16932,16932,16933,2015,2,4,12,9.0,53.0,14.0,4.0,300.0,69.0,2.0,1022.0,-17.5,0.0,15.0,3.7,Dingling
16933,16933,16933,16934,2015,2,4,13,13.0,16.0,14.0,3.0,300.0,68.0,,,,,,,Dingling
16934,16934,16934,16935,2015,2,4,14,10.0,10.0,10.0,2.0,300.0,71.0,5.0,1021.0,-17.4,0.0,14.0,5.1,Dingling
16935,16935,16935,16936,2015,2,4,15,10.0,12.0,8.0,3.0,300.0,75.0,6.0,1020.0,-16.6,0.0,15.0,4.7,Dingling
16936,16936,16936,16937,2015,2,4,16,3.0,27.0,2.0,2.0,200.0,84.0,6.0,1022.0,-14.7,0.0,7.0,4.9,Dingling
16937,16937,16937,16938,2015,2,4,17,5.0,29.0,2.0,2.0,200.0,88.0,4.0,1021.0,-15.9,0.0,4.0,5.0,Dingling
16938,16938,16938,16939,2015,2,4,18,8.0,57.0,2.0,2.0,200.0,89.0,3.0,1021.0,-15.7,0.0,7.0,4.6,Dingling
16939,16939,16939,16940,2015,2,4,19,4.0,20.0,2.0,2.0,200.0,88.0,3.0,1023.0,-15.2,0.0,7.0,4.0,Dingling
16940,16940,16940,16941,2015,2,4,20,5.0,12.0,3.0,2.0,200.0,87.0,2.0,1026.0,-15.5,0.0,7.0,3.5,Dingling
16941,16941,16941,16942,2015,2,4,21,5.0,7.0,3.0,2.0,200.0,84.0,2.0,1022.0,-14.6,0.0,4.0,3.1,Dingling
16942,16942,16942,16943,2015,2,4,22,5.0,5.0,3.0,2.0,200.0,82.0,1.0,1025.0,-16.4,0.0,7.0,3.0,Dingling
16943,16943,16943,16944,2015,2,4,23,6.0,6.0,3.0,2.0,200.0,83.0,1.0,1024.0,-15.5,0.0,7.0,2.6,Dingling
16944,16944,16944,16945,2015,2,5,0,5.0,5.0,3.0,2.0,200.0,83.0,1.0,1024.0,-15.1,0.0,7.0,2.5,Dingling
16945,16945,16945,16946,2015,2,5,1,3.0,5.0,3.0,2.0,200.0,84.0,1.0,1026.0,-15.1,0.0,7.0,4.2,Dingling
16946,16946,16946,16947,2015,2,5,2,3.0,5.0,3.0,2.0,200.0,82.0,1.0,1026.0,-14.7,0.0,7.0,2.9,Dingling
16947,16947,16947,16948,2015,2,5,3,4.0,5.0,3.0,2.0,200.0,82.0,0.0,1022.0,-15.5,0.0,7.0,3.1,Dingling
16948,16948,16948,16949,2015,2,5,4,11.0,11.0,10.0,4.0,200.0,77.0,-1.0,1027.0,-14.9,0.0,8.0,1.9,Dingling
16949,16949,16949,16950,2015,2,5,5,11.0,14.0,26.0,10.0,400.0,67.0,-1.0,1025.0,-14.9,0.0,8.0,1.7,Dingling
16950,16950,16950,16951,2015,2,5,6,16.0,16.0,28.0,8.0,400.0,70.0,0.0,1021.0,-14.4,0.0,8.0,6.7,Dingling
16951,16951,16951,16952,2015,2,5,7,12.0,12.0,24.0,6.0,300.0,72.0,0.0,1023.0,-14.4,0.0,14.0,3.9,Dingling
16952,16952,16952,16953,2015,2,5,8,10.0,18.0,28.0,7.0,400.0,69.0,0.0,1025.0,-14.4,0.0,14.0,3.3,Dingling
16953,16953,16953,16954,2015,2,5,9,9.0,15.0,30.0,8.0,300.0,69.0,2.0,1027.0,-13.8,0.0,4.0,1.3,Dingling
16954,16954,16954,16955,2015,2,5,10,6.0,9.0,24.0,5.0,300.0,73.0,3.0,1024.0,-14.2,0.0,15.0,5.2,Dingling
16955,16955,16955,16956,2015,2,5,11,7.0,11.0,22.0,4.0,300.0,74.0,4.0,1027.0,-14.3,0.0,15.0,6.4,Dingling
16956,16956,16956,16957,2015,2,5,12,9.0,9.0,21.0,4.0,300.0,77.0,5.0,1021.0,-13.9,0.0,15.0,5.7,Dingling
16957,16957,16957,16958,2015,2,5,13,15.0,15.0,13.0,2.0,300.0,81.0,6.0,1021.0,-14.2,0.0,15.0,6.2,Dingling
16958,16958,16958,16959,2015,2,5,14,8.0,8.0,15.0,2.0,300.0,84.0,7.0,1018.0,-13.9,0.0,15.0,4.9,Dingling
16959,16959,16959,16960,2015,2,5,15,11.0,12.0,14.0,4.0,300.0,84.0,8.0,1017.0,-14.3,0.0,15.0,4.9,Dingling
16960,16960,16960,16961,2015,2,5,16,10.0,13.0,16.0,4.0,300.0,84.0,8.0,1016.0,-14.3,0.0,15.0,5.2,Dingling
16961,16961,16961,16962,2015,2,5,17,12.0,12.0,13.0,4.0,300.0,83.0,8.0,1017.0,-14.3,0.0,14.0,2.8,Dingling
16962,16962,16962,16963,2015,2,5,18,9.0,15.0,15.0,7.0,300.0,77.0,6.0,1020.0,-14.2,0.0,14.0,2.0,Dingling
16963,16963,16963,16964,2015,2,5,19,21.0,23.0,18.0,10.0,400.0,68.0,4.0,1021.0,-14.8,0.0,7.0,1.1,Dingling
16964,16964,16964,16965,2015,2,5,20,25.0,27.0,22.0,14.0,500.0,58.0,2.0,1020.0,-13.8,0.0,4.0,0.9,Dingling
16965,16965,16965,16966,2015,2,5,21,62.0,62.0,56.0,28.0,1500.0,43.0,1.0,1015.0,-13.9,0.0,7.0,2.3,Dingling
16966,16966,16966,16967,2015,2,5,22,18.0,21.0,21.0,9.0,400.0,64.0,1.0,1015.0,-13.1,0.0,4.0,1.2,Dingling
16967,16967,16967,16968,2015,2,5,23,66.0,66.0,78.0,23.0,1500.0,49.0,0.0,1020.0,-13.0,0.0,5.0,0.6,Dingling
16968,16968,16968,16969,2015,2,6,0,16.0,18.0,24.0,9.0,400.0,66.0,1.0,1016.0,-12.8,0.0,13.0,0.6,Dingling
16969,16969,16969,16970,2015,2,6,1,20.0,20.0,25.0,9.0,300.0,67.0,0.0,1019.0,-12.7,0.0,12.0,0.2,Dingling
16970,16970,16970,16971,2015,2,6,2,26.0,28.0,63.0,13.0,500.0,60.0,-1.0,1016.0,-12.9,0.0,6.0,0.9,Dingling
16971,16971,16971,16972,2015,2,6,3,24.0,27.0,49.0,13.0,500.0,59.0,2.0,1014.0,-13.4,0.0,6.0,1.3,Dingling
16972,16972,16972,16973,2015,2,6,4,20.0,20.0,33.0,11.0,400.0,64.0,3.0,1017.0,-13.3,0.0,7.0,1.9,Dingling
16973,16973,16973,16974,2015,2,6,5,20.0,20.0,46.0,14.0,500.0,61.0,2.0,1014.0,-13.4,0.0,8.0,1.8,Dingling
16974,16974,16974,16975,2015,2,6,6,17.0,21.0,41.0,11.0,400.0,63.0,2.0,1012.0,-13.0,0.0,7.0,0.8,Dingling
16975,16975,16975,16976,2015,2,6,7,23.0,26.0,69.0,15.0,600.0,56.0,3.0,1012.0,-13.3,0.0,7.0,1.1,Dingling
16976,16976,16976,16977,2015,2,6,8,23.0,27.0,51.0,15.0,500.0,54.0,2.0,1012.0,-13.8,0.0,4.0,1.7,Dingling
16977,16977,16977,16978,2015,2,6,9,19.0,26.0,47.0,16.0,500.0,56.0,3.0,1017.0,-14.7,0.0,6.0,3.2,Dingling
16978,16978,16978,16979,2015,2,6,10,19.0,26.0,44.0,13.0,500.0,62.0,6.0,1017.0,-14.2,0.0,7.0,3.3,Dingling
16979,16979,16979,16980,2015,2,6,11,18.0,19.0,31.0,10.0,400.0,69.0,8.0,1015.0,-14.3,0.0,8.0,4.0,Dingling
16980,16980,16980,16981,2015,2,6,12,18.0,23.0,25.0,10.0,400.0,71.0,9.0,1012.0,-14.8,0.0,15.0,6.0,Dingling
16981,16981,16981,16982,2015,2,6,13,20.0,20.0,22.0,8.0,400.0,74.0,10.0,1009.0,-14.7,0.0,15.0,4.1,Dingling
16982,16982,16982,16983,2015,2,6,14,19.0,24.0,21.0,9.0,400.0,78.0,11.0,1013.0,-15.5,0.0,8.0,3.2,Dingling
16983,16983,16983,16984,2015,2,6,15,21.0,21.0,16.0,7.0,300.0,84.0,10.0,1013.0,-15.5,0.0,15.0,3.8,Dingling
16984,16984,16984,16985,2015,2,6,16,20.0,20.0,15.0,8.0,400.0,84.0,10.0,1010.0,-15.5,0.0,15.0,4.3,Dingling
16985,16985,16985,16986,2015,2,6,17,22.0,27.0,20.0,14.0,500.0,78.0,9.0,1012.0,-15.5,0.0,15.0,2.2,Dingling
16986,16986,16986,16987,2015,2,6,18,29.0,38.0,19.0,17.0,500.0,67.0,7.0,1008.0,-13.9,0.0,11.0,1.3,Dingling
16987,16987,16987,16988,2015,2,6,19,47.0,57.0,38.0,38.0,1100.0,37.0,6.0,1013.0,-13.1,0.0,5.0,1.2,Dingling
16988,16988,16988,16989,2015,2,6,20,60.0,60.0,33.0,27.0,1000.0,36.0,4.0,1010.0,-14.3,0.0,1.0,1.0,Dingling
16989,16989,16989,16990,2015,2,6,21,49.0,59.0,30.0,21.0,900.0,42.0,3.0,1010.0,-14.2,0.0,7.0,2.0,Dingling
16990,16990,16990,16991,2015,2,6,22,31.0,44.0,22.0,17.0,500.0,58.0,6.0,1014.0,-14.2,0.0,8.0,2.9,Dingling
16991,16991,16991,16992,2015,2,6,23,10.0,22.0,5.0,2.0,300.0,81.0,6.0,1013.0,-14.7,0.0,7.0,2.7,Dingling
16992,16992,16992,16993,2015,2,7,0,6.0,11.0,2.0,2.0,200.0,82.0,5.0,1017.0,-13.4,0.0,8.0,3.8,Dingling
16993,16993,16993,16994,2015,2,7,1,3.0,7.0,2.0,2.0,200.0,90.0,4.0,1017.0,-14.8,0.0,8.0,2.1,Dingling
16994,16994,16994,16995,2015,2,7,2,3.0,46.0,2.0,2.0,200.0,94.0,4.0,1016.0,-14.3,0.0,7.0,3.0,Dingling
16995,16995,16995,16996,2015,2,7,3,7.0,16.0,2.0,2.0,200.0,96.0,3.0,1017.0,-14.2,0.0,8.0,1.0,Dingling
